rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
1,Houston,B12,20-3,118.33417005050302,19,85.55198814978839,1,0.9765799886391532,1,26.683077283550904,4.316922716449089,13.683077283550912,4.316922716449089,7-3,0.6347459724116831,0.5034485892836403,0.8054325704781389,0.6972446239548195,0.5034485892836406,0.8372084267728931,0.6771394804879979,0.8343273935927303,109.62488063272454,102.19685625260253,110.86126462665491,100.5893541354288,118.4166439749213,88.24710352625887,120.59771850748078,94.91509249240238,0.9401384542763459,8,-0.02370860447271006,712.0,609.0,644.6375,1.1044967132690853,0.9447169921079676,0.876928247141336,0.7,5.066766589916149,3,236,63.48179305745444
2,Purdue,B10,21-2,127.82750423435976,1,94.06732689791943,11,0.9714384379080961,2,27.88303945040317,3.1169605495968224,16.883039450403178,3.1169605495968224,10-2,0.7467784334843725,0.6794787712049501,0.8084697905738429,0.7583502172177771,0.6794787712049506,0.8017295125248317,0.6548679761809547,0.6751956828562329,113.13907416529919,100.71161325515419,113.15190991014023,100.33075438672758,129.485016763628,96.48574585858184,138.6755077298776,107.15220246980442,0.9510000194026914,10,0.05908410646360707,1010.0,885.0,834.3000000000001,1.2105957089775858,1.060769507371449,0.7916190954513148,0.8333333333333334,8.262052427605305,1,63,68.12996762356575
3,Auburn,SEC,19-4,120.75185144136412,9,92.48935262111141,5,0.9554856052037968,3,25.189427585852407,5.810572414147588,14.18942758585241,3.8105724141475883,8-2,0.6220931067412492,0.5324659402599146,0.7386084231669842,0.6724867620930637,0.5324659402599149,0.7736129111947823,0.7307391081475813,0.8444894350898112,109.23687782971919,103.26379265633905,110.71599512444241,102.31102516160402,117.42500429077027,89.06568784149809,117.08877325904795,93.47520440730295,0.9302292459156115,5,-0.04417082978906983,808.0,663.0,707.2125,1.142513742333457,0.9374834296622303,0.8173685212295299,0.8,3.1869966650701342,11,268,70.04918679767695
4,Connecticut,BE,21-2,123.86222605288299,3,95.22231454839294,15,0.9536461749793945,4,27.19104881957345,3.8089511804265506,17.19104881957345,2.8089511804265515,11-1,0.6174067865363178,0.469576548481488,0.7529178380865783,0.6526471137295818,0.469576548481488,0.7533359246160336,0.6946204622286212,0.7707259155680707,108.74699027754161,103.54291540659575,109.62550892841604,102.47422133976634,121.90078603818274,94.45971550570525,125.11772478937706,96.58545939104343,0.9515015369279192,11,0.08475493958942548,911.0,779.0,782.5,1.164217252396166,0.9955271565495207,0.7539630544102164,0.9166666666666666,6.446345703148945,2,39,64.72945439777735
5,Tennessee,SEC,17-5,119.47893040471479,15,93.25626071117304,7,0.9452965406639705,5,23.696211530466464,7.3037884695335356,13.696211530466467,4.3037884695335356,7-2,0.6900977328450115,0.6168882248118156,0.7958448000040723,0.7126217539059675,0.6168882248118158,0.7817626360295213,0.6654270145000051,0.6996553426851847,112.62464764758407,102.42049590320603,113.0859750569622,101.84919659395503,123.32158337664335,94.617268643796,134.6232086174854,103.81059450740173,0.9520740481679453,9,-0.0036695374087073462,748.0,642.0,630.825,1.1857488209883882,1.0177148971584828,0.7676804720549706,0.7777777777777778,3.95200253807132,4,184,68.79038981052064
6,Arizona,P12,17-5,120.95489454769961,8,94.75071662749055,14,0.9431031353653694,6,24.213347811178803,6.786652188821198,15.213347811178803,4.786652188821198,8-3,0.692720044695789,0.6535813001003251,0.7318587892912528,0.7107015284059297,0.6535813001003251,0.7421176539740124,0.706564008758303,0.678872635888211,111.91702816899543,102.16573579258848,111.63259035387452,101.48092516837946,121.2772418690473,97.21089184150138,124.19891239590457,95.72261728993888,0.9523451347760217,8,-0.025213333754960376,940.0,812.0,803.0125,1.1705919895393906,1.0111922292616864,0.7546562663640518,0.7272727272727273,3.3648268076333996,10,243,72.83476281808076
7,Iowa St.,B12,17-5,115.69791853617546,40,91.14367460935536,2,0.9395323486381745,7,23.252694537863395,7.7473054621366,12.2526945378634,5.7473054621366,6-3,0.569768800623878,0.36952326572618693,0.859012351031654,0.6447960711827077,0.36952326572618716,0.8436042084568612,0.695165887457935,0.9004447412161112,107.75982859946953,103.64335816301997,109.29826699016994,101.60445732029565,115.32698220305936,89.98976017670829,116.58027927545656,91.79911009921564,0.9398139612923513,7,-0.03050475586802537,626.0,602.0,600.2375,1.0429205106312085,1.0029363376996607,0.8281960658820685,0.6666666666666666,2.3494657034123856,19,253,68.64899649538434
8,Alabama,SEC,16-7,126.29578744397398,2,99.65035121367394,58,0.9384875327078219,8,21.66104744934699,9.338952550653007,13.661047449346993,4.338952550653007,8-2,0.7218204712959008,0.6680367912655273,0.7917392553353861,0.7470461626772423,0.6680367912655273,0.8041084864745919,0.6477898258407241,0.7156439953635585,113.2775850456467,101.19849436121866,114.04717631003776,100.99600915106532,122.89606695778798,99.5511905230522,130.43049409846603,103.27812350757232,0.9360921245434272,9,-0.0467229437630966,851.0,767.0,733.275,1.1605468616821792,1.0459922948416351,0.8195700253985994,0.8,2.745473554093901,16,269,72.09974104144008
9,Kansas,B12,18-5,119.74784387889858,14,95.64646806509933,18,0.9298500867067767,9,22.699506576914292,8.300493423085713,10.699506576914285,7.3004934230857135,6-4,0.6554365310019931,0.542527540187333,0.8022182190610515,0.7127230405943416,0.5425275401873327,0.8356420131105148,0.6530554948430612,0.7644441713169992,109.520280022493,99.94921310207154,111.7055190851602,99.26164364756082,124.22797006708272,97.07856891233386,123.6880534463021,95.53807087161032,0.951188004525844,8,0.02263495477806632,776.0,711.0,695.1624999999999,1.1162857605236187,1.0227824429539858,0.8774217556723442,0.6,3.7949139977999393,6,125,68.76361980422564
10,BYU,B12,16-6,121.00555822136485,7,96.90427500312,27,0.9278617088290431,10,22.313024046257,8.686975953743,10.313024046257,7.6869759537430005,4-5,0.5981884871834748,0.414170158021692,0.8639927404171618,0.6555412762014385,0.414170158021692,0.8298648615534779,0.7092005968442027,0.8816724097808166,108.40876889971064,103.16917476527307,109.29909320719085,101.45171336751348,120.4507883776247,98.28137137198618,126.13445312413715,102.90030847260219,0.9122369767896419,9,-0.05798483006388544,664.0,669.0,618.825,1.0730012523734496,1.081081081081081,0.7957369826897943,0.4444444444444444,1.4582211101001399,29,293,68.78876416667363
11,Marquette,BE,17-5,117.47371713989389,26,94.28573063716146,12,0.9261277408571666,11,22.772796410175573,8.227203589824418,13.77279641017558,6.227203589824418,8-3,0.6871657892315898,0.6498814667076959,0.7244501117554836,0.7184539713833205,0.6498814667076963,0.7561688489549134,0.6562687925189254,0.6819450174129127,111.28739568177083,101.28488964614458,112.26141492011621,100.62087655569617,114.67608962049935,93.55543233272883,121.85626349220617,97.89458864722445,0.9253896355884803,10,0.0350080928150619,844.0,750.0,767.8000000000001,1.0992445949466005,0.9768168793956759,0.7949361944208836,0.7272727272727273,3.760787744626812,7,101,69.67654946833751
12,North Carolina,ACC,18-5,116.46506670207913,34,93.74819159606936,10,0.9238087510843134,12,23.856420913863428,7.143579086136571,15.856420913863431,4.14357908613657,10-2,0.6817232803554848,0.6073953462542803,0.7498572199482559,0.7016256254614216,0.6073953462542803,0.7534522790253497,0.7095782577385815,0.7372753902711836,110.9686776595942,102.10843060772692,110.85845029778417,101.26088617332763,112.43385352618016,90.13086463016599,133.20341261096686,103.5318089767262,0.9477466151771032,8,0.015104861874985165,947.0,809.0,862.975,1.0973666676323184,0.9374547350734378,0.7588448676409905,0.8333333333333334,3.6112758638479825,9,140,70.91192811835606
13,Illinois,B10,17-5,121.54816846738909,6,98.12632729028999,40,0.9214079038935116,13,22.720647416537616,8.279352583462384,13.720647416537618,6.2793525834623845,8-3,0.6378398100294785,0.4813984056260461,0.7942812144329108,0.6916253761315964,0.48139840562604624,0.8072502099096488,0.6918000135343767,0.8232582586459409,109.15786826537123,101.78266636919103,111.05527059132928,101.08084125250033,124.10632679158984,98.77652216917272,137.18517590219975,113.0704987106705,0.9023120138172162,7,0.0017999971190277853,897.0,804.0,773.5125,1.1596451253211808,1.0394143598196537,0.8231012043812176,0.7272727272727273,2.5305941128065133,17,173,69.8446305548837
14,Saint Mary's,WCC,19-6,114.75014337131509,47,93.30272468705869,8,0.9152459702625066,14,24.40001050718847,6.599989492811529,15.400010507188469,0.5999894928115295,10-0,0.5342127517591844,0.5763084249435795,0.4710692419825916,0.5214817577107811,0.5763084249435794,0.4700817571800328,0.8288466748041773,0.8025314110613977,107.66253541958467,104.8094970398519,107.47136109499976,105.37064688341981,121.23110310189536,94.72188706541647,119.61270037474134,105.47978684504943,0.8093830516835441,6,-0.07639913616864713,770.0,570.0,622.5500000000001,1.2368484459079592,0.9155891093084891,0.46843594917576814,1.0,0.34283826607549517,49,317,62.075212855905704
15,Michigan St.,B10,14-9,117.32289923562567,28,95.83410467760122,21,0.9110546185418956,15,19.141247853658548,11.858752146341454,11.141247853658546,8.858752146341452,6-6,0.6887999776037518,0.5796225455444542,0.7888792903247747,0.7235926685496682,0.5796225455444542,0.8027762362025357,0.6846399464093221,0.7766437106522254,111.30404072104325,102.0421162306832,112.85974935785617,101.76390375803612,115.84809544824542,99.1748540455582,132.30500019093446,115.28460230119522,0.829716431610111,9,-0.1194554248141716,837.0,803.0,769.4625,1.0877723085920368,1.0435856198320257,0.8236216550191774,0.5,-0.23702173730631637,62,354,65.25875784493428
16,Wisconsin,B10,16-7,120.03650958300985,11,98.3473403438133,42,0.9081989790351502,16,21.207949263152788,9.792050736847212,13.207949263152786,6.792050736847211,8-4,0.7286000606357923,0.6250974638333741,0.8234774410380091,0.7459502043116657,0.6250974638333738,0.8124192115747264,0.6555921130338717,0.7136102868896688,112.60834852508438,100.92038217800163,112.40077983729918,99.90411293506466,121.63388278780974,97.29891265023258,137.56842041317395,110.36207260850638,0.926496753580786,11,0.015892578878333286,908.0,842.0,790.6999999999999,1.148349563677754,1.0648792209434679,0.7958318673798023,0.6666666666666666,2.9995380525116424,13,136,64.83384331754196
17,New Mexico,MWC,19-4,115.77064228194357,39,95.68175044657309,19,0.8995025391037847,17,24.41977029674346,6.580229703256536,12.419770296743463,5.580229703256536,7-3,0.5542580738135309,0.4591689207657919,0.6778739727755911,0.5934640766179274,0.459168920765792,0.690455022511136,0.7885961882405151,0.8733179093686644,108.11063526908679,104.24305229188347,109.15183685950663,103.64470139462429,117.22973209070005,95.74526107104357,105.68497277210054,95.17325251464833,0.7693746282063131,3,-0.00015531785279909727,843.0,730.0,730.0124999999999,1.1547747470077567,0.9999828770055308,0.7061813346805672,0.7,1.6039280695583222,26,179,73.49122148499607
18,Baylor,B12,17-5,122.11441468605463,5,101.39292532223142,86,0.8945877161988499,18,21.319717424600373,9.68028257539963,10.319717424600372,7.68028257539963,6-3,0.6434627225784969,0.5080945809354183,0.8389944827296105,0.7118754603572109,0.508094580935418,0.8590505399396167,0.654116951343828,0.7907963654050744,110.10113884544221,102.04903570800109,112.26857557272193,100.52998883315988,120.09383848489728,100.40954256681984,131.52094861549585,110.73344535062135,0.8785171762421959,8,0.061863141220392937,683.0,659.0,617.4875000000001,1.1060952650863376,1.067228081540112,0.8791065971496234,0.6666666666666666,3.0747359780748305,12,59,66.24737871949715
19,Duke,ACC,17-5,119.37868055288774,17,99.2828937508533,54,0.8928093880280101,19,22.902348417933485,8.097651582066515,13.902348417933482,6.097651582066516,8-3,0.5960894261013551,0.5043184102399606,0.6878604419627498,0.6461999889406773,0.5043184102399604,0.7242348572260722,0.7447672431277855,0.8107406941936037,107.87203599403252,103.06068719978089,109.06094965744715,102.06776366677374,117.6262175648235,98.97263924256976,133.2715841275274,106.07261500129708,0.9324563913472238,5,0.008417124144651567,843.0,762.0,748.525,1.1262148892822552,1.0180020707391202,0.7686924758812441,0.7272727272727273,1.6567093329596392,25,156,67.82997297881111
20,Creighton,BE,16-7,118.02116566308072,22,98.35027321359024,43,0.8905897728184152,20,20.423518926577206,10.576481073422796,11.423518926577204,8.576481073422794,7-5,0.6527643023669771,0.5797275084949263,0.7197146967496907,0.6959042706754406,0.5797275084949263,0.7598014898747236,0.6838381481451538,0.7775195929682295,109.9090395480318,102.2764423839093,111.30930824243656,101.46732948079475,114.45879762167888,96.75325492288185,118.06173653408963,99.66853577140583,0.8751861157675053,8,-0.010471292227711815,929.0,869.0,853.1875,1.0888579591238736,1.0185334407735698,0.8199316795622732,0.5833333333333334,1.41418657248775,31,200,66.60090483718004
21,Dayton,A10,19-3,119.91199776716618,12,100.06891815371151,67,0.8889774370015214,21,25.365137882032787,4.634862117967216,15.365137882032784,2.634862117967217,9-1,0.6172727973714353,0.6332475479106338,0.598103096724397,0.6190019404220581,0.6332475479106336,0.609504868763008,0.776690112774222,0.7213097878043053,108.68799134070574,102.77702400651911,108.31421644627186,102.66684743609383,116.34929014449591,94.7936527939948,127.61580152028355,106.73892931182631,0.886385416047627,5,0.11614903345485417,757.0,642.0,659.375,1.1480568720379147,0.9736492890995261,0.6237570838112716,0.9,3.9199289713120717,5,16,63.460032556171825
22,Gonzaga,WCC,17-6,117.08325474653239,29,97.85607451527517,35,0.8872502311109317,22,21.8983685946167,8.101631405383301,12.529854357059659,3.4701456429403414,8-2,0.4948483276486794,0.5388155254694553,0.4376909704816706,0.5164047440665842,0.5652634733700491,0.47365335592605223,0.7944006765928479,0.7371710743634737,106.92966259860712,105.98654778859677,107.6240848981003,105.75084897683655,117.70353042852577,97.40610660549528,112.57408915840254,98.64426282013945,0.8203988794229949,5,-0.06403993529607788,863.0,666.0,706.1625,1.2220983130653356,0.9431256969890075,0.5335906650000217,0.8,-0.3985619937831575,66,304,69.76550802412308
23,San Diego St.,MWC,18-5,114.30708234689844,49,95.93074350979086,23,0.8824162727169698,23,23.37757480476341,7.622425195236589,12.377574804763412,5.62242519523659,7-3,0.6296570227852419,0.6053211300159966,0.6612936833852607,0.655146694921726,0.6053211300159969,0.6911318251314191,0.728294946100888,0.7340859773248659,111.55210834178139,102.26866097934945,111.76545233793851,102.16598315650147,113.81124633989488,95.695432236359,122.5865476481414,101.56722140384454,0.8968874229207286,6,0.07378443490140729,744.0,675.0,670.7375,1.1092267839505023,1.0063549451163831,0.7284295023141169,0.7,2.963579305578655,14,47,67.0719815711546
24,St. John's,BE,14-9,116.16988058975406,36,97.50839952115554,30,0.882240830909176,24,19.25591338026903,11.744086619730973,11.255913380269023,8.744086619730977,6-6,0.6866683943933563,0.5569029334101354,0.8056200669613086,0.6883532594818906,0.5569029334101354,0.7606509388213563,0.6972557818061913,0.8187721621246126,111.1156663225482,101.92212401645646,111.2636623371353,101.94278903632839,116.09702402699534,94.78015978768556,121.25098055914205,103.24627049754261,0.8639595083076335,9,-0.061374521036757335,886.0,840.0,821.7125000000001,1.078236001034425,1.022255350867852,0.6931972466114277,0.5,-0.02427133241995738,57,301,69.10628191353301
25,Kentucky,SEC,16-6,123.10329735529207,4,103.42066742205546,127,0.8811660012578292,25,20.980708013809977,10.01929198619002,10.349222251367022,7.6507777486329775,6-4,0.613645209077267,0.4891013715093951,0.7630978141587133,0.6635637097603335,0.5171475999160662,0.7693086779811932,0.7111496589955344,0.8258634670866624,108.77430311711065,103.0384983463516,110.50742519956724,101.88730292618315,124.04203950848273,104.95712705294147,130.00875331146617,109.85489606166752,0.8740305872648378,8,-0.006673813475047696,881.0,842.0,752.1250000000001,1.1713478477646666,1.1194947648329732,0.7770722577592931,0.6,0.9939794143299663,35,192,72.37080699842221
26,Wake Forest,ACC,15-7,117.00434716058194,31,98.38699683688222,44,0.8800578456592978,26,20.814315996027972,10.185684003972021,12.814315996027977,7.185684003972023,7-4,0.608468037891916,0.4778704169636441,0.7390656588201879,0.6530522079242325,0.47787041696364435,0.7494021929525558,0.7482645919801773,0.8455400372969335,107.42235167565983,102.77973138902506,108.68226146122177,101.88171676545073,117.63423752417324,94.19280195886353,143.88304751670904,126.40209530717374,0.8160222092157188,3,-0.06205530847560392,885.0,788.0,795.4875,1.1125253382359874,0.9905875328022126,0.7620357346698942,0.6363636363636364,-0.19851274727699642,60,303,68.61632484074653
27,Florida,SEC,15-7,119.39092901571283,16,100.66946214743572,79,0.876689614888356,27,20.48578867589988,10.51421132410012,10.48578867589988,7.5142113241001205,5-4,0.6569599852520782,0.5600790173195138,0.7968991611546712,0.677670944498313,0.5600790173195138,0.7625984474607791,0.7025879047026797,0.7953845766277361,109.47970740103675,101.94649017322682,110.61933169702738,101.62443027806447,119.62033084405292,101.52135301820086,121.53945856854484,106.50176860964797,0.8203749505798114,9,-0.004882593604894514,746.0,736.0,659.7,1.1308170380475973,1.1156586327118387,0.728297733766887,0.5555555555555556,0.9849688617957616,36,189,71.61380887073527
